Vendor Name,Product Setting,Business State/Territory,Specialty,Attestation Date,Attestations
eClinicalWorks LLC,Ambulatory,HI,Internal Medicine,12/01/2012,1
NextGen,Ambulatory,FL,Internal Medicine,02/01/2012,4
Practice Fusion,Ambulatory,CO,Others,09/01/2012,1
Practice Fusion,Ambulatory,CO,Others,09/01/2011,1
McKesson,Ambulatory,MA,Podiatry,07/01/2012,1
McKesson,Inpatient,AZ,N/A,09/01/2012,8
Allscripts,Ambulatory,NY,Internal Medicine,08/01/2011,1
Allscripts,Ambulatory,NY,Internal Medicine,08/01/2012,2
GE Healthcare,Ambulatory,NY,Podiatry,01/01/2013,2
McKesson,Ambulatory,FL,Internal Medicine,10/01/2012,3
Others,Ambulatory,VA,Cardiovascular Disease (Cardiology),11/01/2011,1
NextGen,Ambulatory,VA,Internal Medicine,11/01/2012,1
Others,Ambulatory,CO,Others,12/01/2012,39
McKesson,Ambulatory,MI,Family Practice,10/01/2012,5
Others,Ambulatory,NY,Obstetrics/Gynecology,01/01/2013,36
Others,Ambulatory,NY,Obstetrics/Gynecology,01/01/2012,13
Others,Inpatient,NE,N/A,08/01/2012,1
Epic,Ambulatory,CO,Orthopedic Surgery,12/01/2012,4
Others,Ambulatory,IL,General Surgery,12/01/2011,2
NextGen,Ambulatory,NY,Gastroenterology,06/01/2012,1
GE Healthcare,Ambulatory,MA,Internal Medicine,05/01/2012,5
"Greenway Medical Technologies, Inc.",Ambulatory,KS,Family Practice,12/01/2012,3
Others,Ambulatory,CT,Family Practice,02/01/2012,49
Practice Fusion,Ambulatory,MI,Internal Medicine,12/01/2012,5
Practice Fusion,Ambulatory,MI,Internal Medicine,12/01/2011,3
McKesson,Ambulatory,IL,General Surgery,01/01/2013,9
"Greenway Medical Technologies, Inc.",Ambulatory,MS,Obstetrics/Gynecology,01/01/2013,13
"Greenway Medical Technologies, Inc.",Ambulatory,MS,Obstetrics/Gynecology,01/01/2012,1
Practice Fusion,Ambulatory,LA,Internal Medicine,06/01/2011,1
Practice Fusion,Ambulatory,LA,Internal Medicine,06/01/2012,1
Allscripts,Inpatient,MI,N/A,11/01/2012,1
Allscripts,Ambulatory,TN,Obstetrics/Gynecology,07/01/2012,2
Others,Ambulatory,TN,Obstetrics/Gynecology,12/01/2011,3
Others,Ambulatory,TN,Obstetrics/Gynecology,12/01/2012,8
Others,Ambulatory,WY,Family Practice,09/01/2011,1
McKesson,Ambulatory,AL,Cardiovascular Disease (Cardiology),11/01/2012,5
Others,Ambulatory,CO,Family Practice,02/01/2012,6
Allscripts,Ambulatory,IN,Internal Medicine,02/01/2012,1
McKesson,Ambulatory,NJ,Others,11/01/2011,1
Epic,Inpatient,IL,N/A,06/01/2011,2
Cerner,Inpatient,FL,N/A,03/01/2012,4
Allscripts,Ambulatory,AR,Others,08/01/2012,2
GE Healthcare,Ambulatory,NC,Obstetrics/Gynecology,12/01/2012,6
eClinicalWorks LLC,Ambulatory,IL,Gastroenterology,12/01/2012,3
Cerner,Ambulatory,FL,Podiatry,12/01/2011,3
"Greenway Medical Technologies, Inc.",Ambulatory,MS,Internal Medicine,01/01/2013,2
eClinicalWorks LLC,Ambulatory,MA,Podiatry,07/01/2012,2
Practice Fusion,Ambulatory,HI,Others,01/01/2013,2
Practice Fusion,Ambulatory,HI,Others,01/01/2012,1
GE Healthcare,Ambulatory,NY,General Surgery,12/01/2012,1
"Greenway Medical Technologies, Inc.",Ambulatory,CA,Others,08/01/2012,1
Others,Ambulatory,AL,Internal Medicine,08/01/2011,4
Others,Ambulatory,NV,Family Practice,09/01/2012,2
eClinicalWorks LLC,Ambulatory,OK,Orthopedic Surgery,04/01/2012,3
Others,Ambulatory,NV,Family Practice,09/01/2011,1
GE Healthcare,Ambulatory,WA,Internal Medicine,09/01/2012,8
Practice Fusion,Ambulatory,NJ,Cardiovascular Disease (Cardiology),12/01/2011,1
Others,Ambulatory,UT,Others,10/01/2011,2
Others,Ambulatory,UT,Others,10/01/2012,7
Practice Fusion,Ambulatory,NJ,Cardiovascular Disease (Cardiology),12/01/2012,5
Others,Ambulatory,PA,Internal Medicine,10/01/2012,25
Others,Ambulatory,PA,Internal Medicine,10/01/2011,14
NextGen,Ambulatory,OH,Others,01/01/2013,86
"Greenway Medical Technologies, Inc.",Ambulatory,AL,Internal Medicine,06/01/2012,1
"Greenway Medical Technologies, Inc.",Ambulatory,AL,Internal Medicine,06/01/2011,1
McKesson,Ambulatory,GA,Others,01/01/2013,9
McKesson,Ambulatory,GA,Others,01/01/2012,7
NextGen,Ambulatory,CT,Optometry,07/01/2012,1
GE Healthcare,Ambulatory,MS,Internal Medicine,06/01/2012,1
Practice Fusion,Ambulatory,MI,Family Practice,06/01/2012,1
eClinicalWorks LLC,Ambulatory,OH,Podiatry,09/01/2012,1
Epic,Ambulatory,MD,General Surgery,10/01/2012,3
Others,Ambulatory,TN,Gastroenterology,12/01/2011,15
Others,Ambulatory,TN,Gastroenterology,12/01/2012,23
NextGen,Ambulatory,MS,Others,08/01/2012,5
eClinicalWorks LLC,Ambulatory,WA,Family Practice,01/01/2012,6
eClinicalWorks LLC,Ambulatory,WA,Family Practice,01/01/2013,32
Allscripts,Ambulatory,WV,Internal Medicine,09/01/2012,3
Cerner,Ambulatory,NC,Family Practice,08/01/2012,6
Others,Ambulatory,NH,Internal Medicine,07/01/2012,1
Allscripts,Ambulatory,NV,Family Practice,11/01/2012,2
Allscripts,Ambulatory,NV,Family Practice,11/01/2011,4
NextGen,Ambulatory,OR,Optometry,02/01/2012,3
Others,Ambulatory,WA,Podiatry,09/01/2012,2
GE Healthcare,Ambulatory,NH,Gastroenterology,12/01/2012,2
Others,Ambulatory,WA,Podiatry,09/01/2011,2
Others,Ambulatory,FL,Internal Medicine,09/01/2011,17
Others,Ambulatory,FL,Internal Medicine,09/01/2012,27
Others,Ambulatory,AR,Gastroenterology,12/01/2012,2
Epic,Ambulatory,AL,Internal Medicine,12/01/2012,1
McKesson,Ambulatory,NC,Internal Medicine,04/01/2012,2
Epic,Ambulatory,VA,Cardiovascular Disease (Cardiology),10/01/2012,1
GE Healthcare,Ambulatory,WI,Gastroenterology,11/01/2011,20
Epic,Ambulatory,MI,Cardiovascular Disease (Cardiology),01/01/2012,1
Epic,Ambulatory,MI,Cardiovascular Disease (Cardiology),01/01/2013,69
Epic,Ambulatory,WI,Optometry,06/01/2012,12
Others,Ambulatory,MA,Cardiovascular Disease (Cardiology),01/01/2012,39
Others,Ambulatory,MA,Cardiovascular Disease (Cardiology),01/01/2013,75
Allscripts,Ambulatory,MI,Orthopedic Surgery,12/01/2011,3
Allscripts,Ambulatory,PA,Others,05/01/2012,14
GE Healthcare,Ambulatory,NY,Gastroenterology,07/01/2012,2
Others,Ambulatory,VA,Obstetrics/Gynecology,04/01/2012,1
Cerner,Inpatient,WI,Family Practice,04/01/2012,7
Epic,Ambulatory,NM,Podiatry,01/01/2013,2
Others,Ambulatory,DC,Podiatry,12/01/2011,1
Epic,Ambulatory,KY,Internal Medicine,12/01/2012,25
Epic,Ambulatory,CA,Optometry,11/01/2012,3
Epic,Ambulatory,KY,Internal Medicine,12/01/2011,14
McKesson,Ambulatory,NY,Obstetrics/Gynecology,09/01/2012,1
NextGen,Ambulatory,CO,Optometry,12/01/2012,6
GE Healthcare,Ambulatory,HI,Internal Medicine,01/01/2012,1
eClinicalWorks LLC,Ambulatory,SC,Others,09/01/2012,1
eClinicalWorks LLC,Ambulatory,OH,Obstetrics/Gynecology,11/01/2012,3
GE Healthcare,Ambulatory,NC,Others,06/01/2012,1
Epic,Ambulatory,MA,Internal Medicine,10/01/2011,109
Cerner,Ambulatory,NJ,Cardiovascular Disease (Cardiology),04/01/2012,1
Allscripts,Ambulatory,IL,Gastroenterology,12/01/2012,5
Epic,Ambulatory,IL,Gastroenterology,10/01/2012,1
McKesson,Ambulatory,NY,Podiatry,10/01/2012,2
eClinicalWorks LLC,Ambulatory,WA,Family Practice,11/01/2011,7
Others,Ambulatory,HI,Family Practice,01/01/2012,4
Cerner,Ambulatory,AZ,Orthopedic Surgery,01/01/2013,8
Practice Fusion,Ambulatory,OR,Podiatry,10/01/2012,1
Practice Fusion,Ambulatory,TX,Obstetrics/Gynecology,01/01/2012,1
"Greenway Medical Technologies, Inc.",Ambulatory,OH,Others,10/01/2011,3
Others,Ambulatory,PR,Internal Medicine,04/01/2011,1
Others,Ambulatory,PR,Internal Medicine,04/01/2012,2
Practice Fusion,Ambulatory,IA,Podiatry,01/01/2013,2
Practice Fusion,Ambulatory,IA,Podiatry,01/01/2012,1
Allscripts,Inpatient,NC,N/A,05/01/2012,2
Allscripts,Ambulatory,VA,Gastroenterology,01/01/2013,1
Allscripts,Ambulatory,VA,Gastroenterology,01/01/2012,15
Others,Ambulatory,WA,Podiatry,11/01/2011,2
Others,Ambulatory,WA,Podiatry,11/01/2012,2
eClinicalWorks LLC,Ambulatory,MN,Others,01/01/2013,12
GE Healthcare,Ambulatory,AL,Internal Medicine,06/01/2012,1
Epic,Ambulatory,HI,Others,11/01/2012,2
Epic,Ambulatory,HI,Others,11/01/2011,1
GE Healthcare,Ambulatory,WI,Orthopedic Surgery,01/01/2013,2
Others,Ambulatory,PR,Family Practice,11/01/2012,1
Allscripts,Ambulatory,MI,Orthopedic Surgery,11/01/2012,3
eClinicalWorks LLC,Ambulatory,KS,Family Practice,07/01/2012,1
NextGen,Ambulatory,TN,Internal Medicine,01/01/2013,2
"Greenway Medical Technologies, Inc.",Ambulatory,NV,Obstetrics/Gynecology,01/01/2013,1
eClinicalWorks LLC,Ambulatory,MO,General Surgery,01/01/2012,5
eClinicalWorks LLC,Ambulatory,MO,General Surgery,01/01/2013,2
Cerner,Inpatient,MO,Cardiovascular Disease (Cardiology),10/01/2012,7
Epic,Ambulatory,NJ,Family Practice,03/01/2012,1
Others,Ambulatory,NJ,Internal Medicine,11/01/2011,22
Others,Ambulatory,NJ,Internal Medicine,11/01/2012,29
McKesson,Ambulatory,CO,Family Practice,04/01/2012,5
NextGen,Ambulatory,OH,Others,08/01/2012,4
Cerner,Ambulatory,AZ,Obstetrics/Gynecology,12/01/2012,3
eClinicalWorks LLC,Ambulatory,CA,Orthopedic Surgery,10/01/2012,2
eClinicalWorks LLC,Ambulatory,CA,Orthopedic Surgery,10/01/2011,1
Practice Fusion,Ambulatory,MA,Others,12/01/2012,2
Others,Ambulatory,AZ,Obstetrics/Gynecology,04/01/2011,1
Others,Ambulatory,AZ,Obstetrics/Gynecology,04/01/2012,1
Practice Fusion,Ambulatory,MA,Others,12/01/2011,3
GE Healthcare,Ambulatory,NM,Gastroenterology,08/01/2012,2
eClinicalWorks LLC,Ambulatory,OH,Gastroenterology,09/01/2012,3
NextGen,Ambulatory,OH,Orthopedic Surgery,08/01/2012,1
eClinicalWorks LLC,Ambulatory,WA,Family Practice,12/01/2011,11
eClinicalWorks LLC,Ambulatory,WA,Family Practice,12/01/2012,1
Cerner,Inpatient,MI,N/A,03/01/2012,1
Others,Inpatient,WY,N/A,02/01/2012,3
eClinicalWorks LLC,Ambulatory,MO,Orthopedic Surgery,01/01/2013,2
NextGen,Ambulatory,NE,Others,10/01/2012,2
eClinicalWorks LLC,Ambulatory,OR,Orthopedic Surgery,09/01/2012,1
eClinicalWorks LLC,Ambulatory,MT,Family Practice,05/01/2012,5
eClinicalWorks LLC,Ambulatory,FL,Internal Medicine,07/01/2011,3
eClinicalWorks LLC,Ambulatory,FL,Internal Medicine,07/01/2012,12
Allscripts,Ambulatory,VT,Optometry,02/01/2012,1
eClinicalWorks LLC,Ambulatory,AZ,Orthopedic Surgery,12/01/2012,1
Epic,Ambulatory,KY,Internal Medicine,05/01/2012,1
Epic,Ambulatory,NJ,Family Practice,01/01/2012,1
Epic,Ambulatory,NJ,Family Practice,01/01/2013,2
GE Healthcare,Ambulatory,OH,Family Practice,02/01/2012,2
Others,Ambulatory,OK,Others,07/01/2011,1
eClinicalWorks LLC,Ambulatory,MD,General Surgery,04/01/2012,1
Others,Ambulatory,SC,Family Practice,05/01/2012,3
"Greenway Medical Technologies, Inc.",Ambulatory,KS,Others,01/01/2013,2
Epic,Ambulatory,IA,General Surgery,10/01/2012,2
Others,Ambulatory,WI,General Surgery,06/01/2012,12
Epic,Ambulatory,HI,Gastroenterology,01/01/2013,3
NextGen,Ambulatory,TX,Internal Medicine,11/01/2011,15
NextGen,Ambulatory,TX,Internal Medicine,11/01/2012,12
Epic,Ambulatory,HI,Others,01/01/2013,48
Allscripts,Ambulatory,MI,Others,12/01/2011,18
GE Healthcare,Ambulatory,FL,Internal Medicine,02/01/2012,32
Allscripts,Ambulatory,MI,Others,12/01/2012,17
GE Healthcare,Ambulatory,IA,Family Practice,07/01/2012,1
Others,Ambulatory,PR,Cardiovascular Disease (Cardiology),05/01/2012,1
Allscripts,Ambulatory,WV,Cardiovascular Disease (Cardiology),04/01/2012,1
eClinicalWorks LLC,Ambulatory,KY,Others,04/01/2012,2
Cerner,Ambulatory,TX,Family Practice,12/01/2012,10
Allscripts,Ambulatory,ND,Others,11/01/2011,1
Cerner,Ambulatory,TX,Internal Medicine,06/01/2012,1
Allscripts,Ambulatory,NY,Others,02/01/2012,5
Cerner,Inpatient,TN,Podiatry,12/01/2012,2
McKesson,Ambulatory,MS,Gastroenterology,10/01/2012,4
Others,Ambulatory,AK,Family Practice,06/01/2012,1
Others,Ambulatory,CO,Podiatry,02/01/2012,2
Others,Ambulatory,WA,Gastroenterology,12/01/2011,1
Allscripts,Ambulatory,IL,Family Practice,12/01/2011,44
Cerner,Ambulatory,FL,General Surgery,02/01/2012,4
GE Healthcare,Ambulatory,MI,Internal Medicine,09/01/2011,1
GE Healthcare,Ambulatory,MI,Internal Medicine,09/01/2012,1
Epic,Ambulatory,NY,Gastroenterology,02/01/2012,13
Others,Ambulatory,MO,Optometry,09/01/2012,14
Allscripts,Ambulatory,TN,Others,12/01/2011,91
Allscripts,Ambulatory,TN,Others,12/01/2012,54
Others,Inpatient,OK,N/A,06/01/2011,2
Others,Inpatient,OK,N/A,06/01/2012,1
eClinicalWorks LLC,Ambulatory,NY,Others,10/01/2012,10
eClinicalWorks LLC,Ambulatory,NY,Others,10/01/2011,3
Others,Ambulatory,MT,Obstetrics/Gynecology,12/01/2012,2
Allscripts,Ambulatory,MO,Internal Medicine,06/01/2012,1
eClinicalWorks LLC,Ambulatory,CA,Gastroenterology,09/01/2012,1
Epic,Ambulatory,TX,Podiatry,02/01/2012,1
Epic,Ambulatory,HI,Others,02/01/2012,1
NextGen,Inpatient,MI,N/A,07/01/2012,1
GE Healthcare,Ambulatory,MI,Internal Medicine,11/01/2012,3
NextGen,Ambulatory,CO,Family Practice,05/01/2012,2
Others,Ambulatory,WI,Obstetrics/Gynecology,11/01/2012,1
"Greenway Medical Technologies, Inc.",Ambulatory,CO,Internal Medicine,04/01/2012,6
GE Healthcare,Ambulatory,MN,Orthopedic Surgery,06/01/2012,1
Allscripts,Ambulatory,CA,Cardiovascular Disease (Cardiology),09/01/2012,3
NextGen,Ambulatory,TX,Internal Medicine,09/01/2011,4
Others,Ambulatory,CO,General Surgery,08/01/2012,2
Epic,Ambulatory,IL,Family Practice,07/01/2011,2
Epic,Ambulatory,IL,Family Practice,07/01/2012,6
Allscripts,Ambulatory,MA,Internal Medicine,10/01/2011,3
Allscripts,Ambulatory,MA,Internal Medicine,10/01/2012,6
Practice Fusion,Ambulatory,CA,Family Practice,02/01/2012,8
eClinicalWorks LLC,Ambulatory,FL,Others,10/01/2012,32
Cerner,Ambulatory,AZ,Gastroenterology,01/01/2013,28
NextGen,Ambulatory,IL,Obstetrics/Gynecology,10/01/2012,7
Others,Ambulatory,NV,Podiatry,12/01/2012,3
Others,Ambulatory,NV,Podiatry,12/01/2011,5
Others,Ambulatory,MN,Podiatry,07/01/2011,1
Allscripts,Ambulatory,VA,Internal Medicine,07/01/2012,11
Epic,Ambulatory,ND,Others,02/01/2012,51
Cerner,Inpatient,LA,N/A,10/01/2011,4
McKesson,Ambulatory,MD,Family Practice,04/01/2012,1
Allscripts,Ambulatory,MI,Cardiovascular Disease (Cardiology),06/01/2012,1
Others,Ambulatory,PA,Internal Medicine,09/01/2011,18
Others,Ambulatory,PA,Internal Medicine,09/01/2012,17
GE Healthcare,Ambulatory,NC,Obstetrics/Gynecology,01/01/2013,1
GE Healthcare,Ambulatory,MA,Gastroenterology,10/01/2012,2
Allscripts,Ambulatory,MI,Others,01/01/2013,50
Allscripts,Ambulatory,MI,Others,01/01/2012,7
Allscripts,Ambulatory,RI,Internal Medicine,01/01/2012,1
Epic,Ambulatory,MS,Family Practice,07/01/2012,8
GE Healthcare,Ambulatory,OH,Cardiovascular Disease (Cardiology),01/01/2013,2
eClinicalWorks LLC,Ambulatory,SC,Others,08/01/2011,1
eClinicalWorks LLC,Ambulatory,SC,Others,08/01/2012,3
Practice Fusion,Ambulatory,VA,Family Practice,09/01/2011,1
Epic,Ambulatory,MN,Obstetrics/Gynecology,01/01/2013,56
GE Healthcare,Ambulatory,FL,Family Practice,01/01/2013,23
Others,Ambulatory,IA,Gastroenterology,01/01/2013,1
Epic,Ambulatory,WI,Family Practice,04/01/2012,8
GE Healthcare,Ambulatory,SC,Family Practice,05/01/2012,1
Allscripts,Ambulatory,ID,Gastroenterology,01/01/2013,7
eClinicalWorks LLC,Ambulatory,IL,Family Practice,05/01/2012,7
Cerner,Ambulatory,DE,Podiatry,10/01/2012,2
Practice Fusion,Ambulatory,MI,Others,04/01/2012,10
GE Healthcare,Ambulatory,CO,Others,12/01/2011,3
NextGen,Ambulatory,KY,Others,08/01/2012,3
Others,Ambulatory,AZ,General Surgery,10/01/2011,1
Others,Ambulatory,AZ,General Surgery,10/01/2012,3
Epic,Ambulatory,HI,Others,10/01/2011,1
Others,Inpatient,CA,Cardiovascular Disease (Cardiology),12/01/2012,1
GE Healthcare,Ambulatory,LA,Family Practice,11/01/2012,4
Others,Ambulatory,MD,Orthopedic Surgery,08/01/2012,5
Others,Ambulatory,MN,Optometry,12/01/2012,13
Others,Ambulatory,MN,Optometry,12/01/2011,9
GE Healthcare,Ambulatory,NH,Others,11/01/2012,6
GE Healthcare,Ambulatory,NH,Others,11/01/2011,20
NextGen,Ambulatory,IA,General Surgery,10/01/2012,6
"Greenway Medical Technologies, Inc.",Ambulatory,TN,Internal Medicine,01/01/2013,12
"Greenway Medical Technologies, Inc.",Ambulatory,TN,Internal Medicine,01/01/2012,7
eClinicalWorks LLC,Ambulatory,CA,Obstetrics/Gynecology,09/01/2011,4
eClinicalWorks LLC,Ambulatory,CA,Obstetrics/Gynecology,09/01/2012,2
Others,Ambulatory,WY,Others,12/01/2011,1
Others,Ambulatory,WY,Others,12/01/2012,6
Others,Ambulatory,WY,Others,02/01/2012,1
McKesson,Ambulatory,NY,General Surgery,12/01/2012,4
Allscripts,Ambulatory,IA,Internal Medicine,11/01/2012,12
Others,Ambulatory,VA,Others,01/01/2012,49
Others,Ambulatory,VA,Others,01/01/2013,211
Practice Fusion,Ambulatory,MN,Family Practice,09/01/2012,1
Allscripts,Ambulatory,OR,Others,10/01/2012,5
GE Healthcare,Ambulatory,MA,Cardiovascular Disease (Cardiology),08/01/2012,1
Others,Ambulatory,MI,Podiatry,04/01/2012,3
McKesson,Inpatient,GA,N/A,07/01/2012,1
Others,Ambulatory,IL,Podiatry,06/01/2012,5
Others,Ambulatory,IL,Podiatry,06/01/2011,1
GE Healthcare,Ambulatory,NJ,Family Practice,04/01/2012,14
Others,,MN,Podiatry,12/01/2012,1
eClinicalWorks LLC,Ambulatory,OK,Internal Medicine,01/01/2013,1
Epic,Ambulatory,KY,Internal Medicine,10/01/2011,9
Epic,Ambulatory,KY,Internal Medicine,10/01/2012,3
Others,Ambulatory,NC,Podiatry,07/01/2012,1
Others,Ambulatory,FL,Obstetrics/Gynecology,06/01/2012,2
Others,Ambulatory,FL,Obstetrics/Gynecology,06/01/2011,1
Practice Fusion,Ambulatory,GA,Obstetrics/Gynecology,01/01/2013,1
Allscripts,Ambulatory,NC,Internal Medicine,04/01/2012,12
Allscripts,Ambulatory,NC,Internal Medicine,04/01/2011,1
Others,Ambulatory,HI,Podiatry,12/01/2011,1
Allscripts,Ambulatory,GA,Others,02/01/2012,18
Cerner,Inpatient,MO,Family Practice,05/01/2012,11
NextGen,Ambulatory,AZ,Optometry,08/01/2012,1
Others,Ambulatory,IA,Podiatry,08/01/2011,2
NextGen,Ambulatory,PA,Orthopedic Surgery,07/01/2012,1
McKesson,Ambulatory,NM,Internal Medicine,01/01/2012,1
Epic,Ambulatory,PA,Gastroenterology,01/01/2013,30
Epic,Ambulatory,PA,Gastroenterology,01/01/2012,31
Practice Fusion,Ambulatory,NC,Podiatry,06/01/2012,1
Epic,Ambulatory,NH,General Surgery,10/01/2011,5
Others,,TX,Optometry,01/01/2013,1
GE Healthcare,Ambulatory,CA,Orthopedic Surgery,01/01/2013,3
GE Healthcare,Ambulatory,CA,Orthopedic Surgery,01/01/2012,1
Others,Inpatient,NJ,Cardiovascular Disease (Cardiology),12/01/2012,1
eClinicalWorks LLC,Ambulatory,MN,Family Practice,06/01/2012,1
Others,Ambulatory,AL,Podiatry,01/01/2013,16
Others,Ambulatory,AL,Podiatry,01/01/2012,2
Others,Ambulatory,KS,Others,11/01/2011,2
Others,Ambulatory,KS,Others,11/01/2012,18
Others,Ambulatory,OR,General Surgery,07/01/2011,3
Others,Inpatient,TN,N/A,07/01/2012,3
Epic,Ambulatory,IA,Internal Medicine,08/01/2012,7
Allscripts,Ambulatory,TN,Orthopedic Surgery,04/01/2012,2
Allscripts,Ambulatory,VA,Others,04/01/2012,12
McKesson,Ambulatory,TN,Others,11/01/2011,3
Epic,Inpatient,IL,Family Practice,01/01/2013,2
Others,Ambulatory,IA,Gastroenterology,08/01/2012,5
Others,Ambulatory,OR,Internal Medicine,02/01/2012,5
GE Healthcare,Ambulatory,TX,General Surgery,12/01/2012,2
NextGen,Ambulatory,CT,Cardiovascular Disease (Cardiology),09/01/2011,15
NextGen,Ambulatory,NJ,Others,02/01/2012,4
Epic,Ambulatory,MO,Others,12/01/2011,83
Epic,Ambulatory,MO,Others,12/01/2012,22
"Greenway Medical Technologies, Inc.",Ambulatory,NV,Others,10/01/2012,4
GE Healthcare,Ambulatory,NH,Internal Medicine,11/01/2012,10
GE Healthcare,Ambulatory,NH,Internal Medicine,11/01/2011,7
NextGen,Ambulatory,IL,Internal Medicine,12/01/2012,6
NextGen,Ambulatory,IL,Internal Medicine,12/01/2011,2
Others,Ambulatory,NY,Optometry,04/01/2012,4
Allscripts,Inpatient,NY,Others,10/01/2012,1
Allscripts,Ambulatory,CA,Internal Medicine,02/01/2012,39
Epic,Ambulatory,IN,General Surgery,11/01/2012,1
GE Healthcare,Ambulatory,NY,Obstetrics/Gynecology,09/01/2012,3
NextGen,Ambulatory,DC,Internal Medicine,08/01/2012,1
GE Healthcare,Ambulatory,CO,Internal Medicine,01/01/2012,11
GE Healthcare,Ambulatory,VA,Obstetrics/Gynecology,08/01/2012,3
Allscripts,Inpatient,FL,N/A,08/01/2012,3
NextGen,Ambulatory,MI,Internal Medicine,10/01/2012,1
NextGen,Ambulatory,MI,Internal Medicine,10/01/2011,2
Cerner,Ambulatory,FL,Cardiovascular Disease (Cardiology),09/01/2011,1
NextGen,Ambulatory,OR,Family Practice,08/01/2012,1
Others,Ambulatory,FL,Podiatry,02/01/2012,25
NextGen,Ambulatory,IA,Others,12/01/2012,15
GE Healthcare,Ambulatory,MA,Orthopedic Surgery,09/01/2012,1
Others,Ambulatory,MO,Others,10/01/2012,49
Others,Ambulatory,MO,Others,10/01/2011,17
Others,Ambulatory,LA,Obstetrics/Gynecology,09/01/2012,1
Others,Ambulatory,KS,Others,09/01/2012,6
Others,Ambulatory,KS,Others,09/01/2011,2
Others,Ambulatory,MO,Obstetrics/Gynecology,01/01/2013,18
GE Healthcare,Ambulatory,DE,Podiatry,01/01/2012,1
GE Healthcare,Ambulatory,DE,Podiatry,01/01/2013,1
eClinicalWorks LLC,Ambulatory,NV,Others,09/01/2012,1
eClinicalWorks LLC,Ambulatory,NV,Others,09/01/2011,1
Epic,Inpatient,KS,N/A,02/01/2012,1
Allscripts,Ambulatory,NJ,General Surgery,04/01/2012,1
GE Healthcare,Ambulatory,OK,Family Practice,04/01/2012,1
Epic,Ambulatory,OR,Obstetrics/Gynecology,06/01/2012,1
NextGen,Ambulatory,KS,Internal Medicine,07/01/2012,29
Others,Ambulatory,VA,Others,10/01/2011,14
Others,Ambulatory,VA,Others,10/01/2012,24
Others,Ambulatory,NV,Family Practice,06/01/2012,6
Others,Ambulatory,MO,Others,06/01/2012,7
Others,Ambulatory,MO,Others,06/01/2011,1
Epic,Ambulatory,DC,Obstetrics/Gynecology,01/01/2013,1
Others,Ambulatory,OR,Obstetrics/Gynecology,05/01/2012,1
McKesson,Ambulatory,NY,Podiatry,02/01/2012,1
Epic,Ambulatory,MO,Orthopedic Surgery,10/01/2012,6
McKesson,Ambulatory,IA,Obstetrics/Gynecology,10/01/2012,5
eClinicalWorks LLC,Ambulatory,OR,Obstetrics/Gynecology,12/01/2012,1
NextGen,Inpatient,MS,N/A,11/01/2011,1
Epic,Ambulatory,MI,Others,07/01/2012,8
GE Healthcare,Ambulatory,CA,Others,08/01/2012,3
eClinicalWorks LLC,Ambulatory,NV,Others,11/01/2012,2
Allscripts,Ambulatory,IL,Orthopedic Surgery,01/01/2013,1
Allscripts,Ambulatory,IL,Orthopedic Surgery,01/01/2012,11
NextGen,Ambulatory,SC,Others,09/01/2011,1
NextGen,Ambulatory,SC,Others,09/01/2012,2
Others,Ambulatory,AL,Internal Medicine,04/01/2012,15
Epic,Ambulatory,CA,Podiatry,05/01/2012,1
Others,Ambulatory,OR,Podiatry,01/01/2013,15
Others,Ambulatory,OR,Podiatry,01/01/2012,4
Others,Ambulatory,NH,Obstetrics/Gynecology,07/01/2012,3
McKesson,Ambulatory,OR,Internal Medicine,09/01/2012,1
Others,Ambulatory,AR,Optometry,02/01/2012,3
Others,Ambulatory,OR,General Surgery,12/01/2011,2
Others,Ambulatory,OR,General Surgery,12/01/2012,4
"Greenway Medical Technologies, Inc.",Ambulatory,NE,Internal Medicine,11/01/2012,1
Others,Ambulatory,UT,Internal Medicine,04/01/2012,1
Allscripts,Ambulatory,CO,Family Practice,11/01/2011,4
Allscripts,Ambulatory,CO,Family Practice,11/01/2012,4
Allscripts,Ambulatory,TX,Cardiovascular Disease (Cardiology),10/01/2012,3
Allscripts,Ambulatory,CO,Gastroenterology,09/01/2012,1
Practice Fusion,Ambulatory,NJ,General Surgery,07/01/2012,1
eClinicalWorks LLC,Ambulatory,OH,General Surgery,08/01/2012,2
GE Healthcare,Ambulatory,OH,Obstetrics/Gynecology,10/01/2012,1
Practice Fusion,Ambulatory,GA,Others,02/01/2012,5
Others,Ambulatory,AR,Others,04/01/2011,1
Others,Ambulatory,AR,Others,04/01/2012,4
Others,Ambulatory,MO,Others,05/01/2011,2
Others,Ambulatory,MO,Others,05/01/2012,4
Allscripts,Ambulatory,CT,Internal Medicine,05/01/2012,17
Allscripts,Ambulatory,AR,Others,11/01/2012,2
GE Healthcare,Ambulatory,CO,Internal Medicine,12/01/2011,1
eClinicalWorks LLC,Ambulatory,MD,Obstetrics/Gynecology,04/01/2012,1
McKesson,Ambulatory,OH,Family Practice,10/01/2012,10
Cerner,Ambulatory,NC,Orthopedic Surgery,08/01/2012,1
eClinicalWorks LLC,Ambulatory,MO,General Surgery,11/01/2012,2
Allscripts,Ambulatory,TX,Orthopedic Surgery,06/01/2012,4
NextGen,Ambulatory,IA,Others,01/01/2012,3
NextGen,Ambulatory,IA,Others,01/01/2013,16
