Vendor Name,Product Setting,Business State/Territory,Specialty,Attestation Date,Attestations
McKesson,Ambulatory,TX,General Surgery,02/2012,1
Others,Inpatient,MT,Internal Medicine,07/2012,16
Epic,Ambulatory,KY,Internal Medicine,05/2012,1
Epic,Ambulatory,MI,Internal Medicine,05/2012,3
Allscripts,Ambulatory,VT,Family Practice,01/2013,3
Allscripts,Ambulatory,VT,Family Practice,01/2012,2
Others,Ambulatory,AZ,Obstetrics/Gynecology,10/2012,1
Others,Ambulatory,NC,Others,08/2011,6
Others,Ambulatory,NC,Others,08/2012,99
Others,Ambulatory,AZ,Obstetrics/Gynecology,10/2011,3
Practice Fusion,Ambulatory,NY,Family Practice,05/2012,2
Epic,Ambulatory,OH,Internal Medicine,10/2012,33
NextGen,Ambulatory,AZ,Family Practice,06/2012,1
Others,Ambulatory,AL,Internal Medicine,04/2012,15
Others,Ambulatory,IA,General Surgery,06/2012,1
Allscripts,Ambulatory,IL,Podiatry,09/2012,1
NextGen,Ambulatory,UT,Family Practice,02/2012,1
Greenway Medical,Ambulatory,MI,Obstetrics/Gynecology,11/2012,10
Epic,Ambulatory,KY,Cardiology,12/2011,1
Epic,Ambulatory,KY,Cardiology,12/2012,20
NextGen,Ambulatory,MT,Gastroenterology,09/2012,2
Others,Ambulatory,WA,Family Practice,04/2012,5
Others,Ambulatory,WA,Family Practice,04/2011,2
Allscripts,Ambulatory,CT,Optometry,11/2011,1
Greenway Medical,Ambulatory,NC,Orthopedic Surgery,09/2012,1
GE Healthcare,Ambulatory,OK,Internal Medicine,01/2012,1
GE Healthcare,Ambulatory,OK,Internal Medicine,01/2013,2
Epic,Ambulatory,PA,Optometry,10/2012,3
GE Healthcare,Ambulatory,FL,Internal Medicine,09/2011,3
GE Healthcare,Ambulatory,FL,Internal Medicine,09/2012,2
Cerner,Ambulatory,WI,Optometry,07/2012,10
Allscripts,Ambulatory,CT,Internal Medicine,07/2012,15
Greenway Medical,Ambulatory,WV,Internal Medicine,01/2013,3
Allscripts,Ambulatory,NJ,Gastroenterology,12/2011,4
McKesson,Inpatient,PA,N/A,10/2012,5
Epic,Ambulatory,NH,General Surgery,07/2011,1
Greenway Medical,Ambulatory,TX,Others,10/2012,1
eClinicalWorks LLC,Ambulatory,KY,Gastroenterology,01/2013,1
Allscripts,Ambulatory,KY,Cardiology,04/2012,1
eClinicalWorks LLC,Ambulatory,NY,Cardiology,04/2012,2
eClinicalWorks LLC,Ambulatory,PA,Podiatry,12/2012,2
NextGen,Ambulatory,IN,Orthopedic Surgery,05/2012,6
Cerner,Inpatient,AZ,Family Practice,01/2013,45
NextGen,Ambulatory,WA,Cardiology,01/2013,7
NextGen,Ambulatory,WA,Cardiology,01/2012,7
Allscripts,Ambulatory,AZ,Internal Medicine,09/2012,1
Epic,Ambulatory,CA,Orthopedic Surgery,12/2012,17
Epic,Ambulatory,KY,Cardiology,02/2012,2
eClinicalWorks LLC,Ambulatory,MO,Others,04/2011,1
eClinicalWorks LLC,Ambulatory,MO,Others,04/2012,4
McKesson,Ambulatory,CA,Others,08/2012,3
GE Healthcare,Ambulatory,DC,Obstetrics/Gynecology,06/2012,2
Epic,Ambulatory,AL,Others,10/2012,2
NextGen,Ambulatory,FL,Optometry,11/2012,1
NextGen,Ambulatory,FL,Optometry,11/2011,1
Cerner,Inpatient,MA,N/A,11/2012,3
Allscripts,Ambulatory,CA,Podiatry,01/2013,11
Others,Ambulatory,OH,General Surgery,02/2012,18
Others,Ambulatory,AZ,Internal Medicine,12/2011,8
Practice Fusion,Ambulatory,CA,Podiatry,09/2012,5
Epic,Ambulatory,NH,Internal Medicine,08/2011,3
NextGen,Ambulatory,IA,Family Practice,02/2012,4
McKesson,Ambulatory,TX,Others,06/2012,5
Others,Ambulatory,NJ,Others,07/2012,38
Others,Ambulatory,NJ,Others,07/2011,7
NextGen,Ambulatory,OK,Internal Medicine,12/2011,5
NextGen,Ambulatory,OK,Internal Medicine,12/2012,3
NextGen,Ambulatory,AR,Family Practice,10/2012,1
Epic,Ambulatory,OR,Family Practice,12/2012,11
eClinicalWorks LLC,Ambulatory,SC,Family Practice,05/2012,1
eClinicalWorks LLC,Ambulatory,FL,General Surgery,10/2011,1
eClinicalWorks LLC,Ambulatory,FL,General Surgery,10/2012,1
Others,Ambulatory,NV,Optometry,02/2012,4
Epic,Ambulatory,WI,Podiatry,06/2012,1
GE Healthcare,Ambulatory,AL,General Surgery,11/2012,1
GE Healthcare,Ambulatory,OR,Internal Medicine,04/2012,3
NextGen,Ambulatory,VA,Orthopedic Surgery,08/2012,1
Allscripts,Ambulatory,CT,Others,07/2012,23
eClinicalWorks LLC,Ambulatory,IL,Internal Medicine,12/2012,14
eClinicalWorks LLC,Ambulatory,AL,Internal Medicine,08/2012,5
eClinicalWorks LLC,Ambulatory,MD,Internal Medicine,08/2012,6
Others,Ambulatory,KS,Internal Medicine,11/2012,4
Others,Ambulatory,KS,Internal Medicine,11/2011,1
eClinicalWorks LLC,Ambulatory,MI,Obstetrics/Gynecology,06/2012,3
Others,Ambulatory,DC,Others,04/2012,1
Others,Ambulatory,VA,Obstetrics/Gynecology,06/2012,2
GE Healthcare,Ambulatory,MI,Internal Medicine,05/2011,1
Others,Ambulatory,IN,Cardiology,09/2012,7
Epic,Ambulatory,VA,General Surgery,12/2012,11
Practice Fusion,Ambulatory,NJ,Family Practice,02/2012,2
McKesson,Inpatient,PA,N/A,05/2012,7
Practice Fusion,Ambulatory,GA,Others,07/2012,1
Epic,Ambulatory,CA,Others,05/2012,12
Allscripts,Ambulatory,NC,Obstetrics/Gynecology,05/2012,1
Others,Ambulatory,GA,Podiatry,06/2011,1
eClinicalWorks LLC,Ambulatory,TX,General Surgery,06/2012,1
NextGen,Ambulatory,IL,Family Practice,01/2013,8
Epic,Inpatient,WI,N/A,10/2011,1
Epic,Inpatient,WI,N/A,10/2012,11
Epic,Ambulatory,FL,Gastroenterology,08/2012,2
Greenway Medical,Ambulatory,SC,Others,01/2013,8
Practice Fusion,Ambulatory,SC,Internal Medicine,09/2012,1
NextGen,Ambulatory,OH,Cardiology,09/2012,5
Practice Fusion,Ambulatory,NV,Family Practice,09/2012,1
NextGen,Ambulatory,OH,Cardiology,09/2011,2
Epic,Ambulatory,WA,General Surgery,05/2012,1
Others,Ambulatory,NC,Internal Medicine,08/2011,3
Allscripts,Ambulatory,TN,Internal Medicine,08/2012,8
Others,Ambulatory,MI,Gastroenterology,08/2012,3
Others,Ambulatory,NC,Orthopedic Surgery,05/2012,1
NextGen,Ambulatory,NM,Family Practice,11/2012,1
Others,Ambulatory,NC,Orthopedic Surgery,05/2011,1
Allscripts,Ambulatory,CT,Family Practice,12/2012,2
Practice Fusion,Ambulatory,NC,Podiatry,01/2013,2
Practice Fusion,Ambulatory,NC,Podiatry,01/2012,2
Epic,Ambulatory,WA,Family Practice,11/2011,15
Epic,Ambulatory,WA,Family Practice,11/2012,7
Epic,Ambulatory,NJ,Obstetrics/Gynecology,09/2012,1
Allscripts,Ambulatory,SC,Family Practice,12/2011,8
Others,Inpatient,CT,N/A,10/2011,9
Others,Inpatient,CT,N/A,10/2012,16
Allscripts,Ambulatory,SC,Family Practice,12/2012,5
Others,Ambulatory,OH,Podiatry,04/2012,3
Others,Ambulatory,MI,Internal Medicine,08/2011,2
Others,Ambulatory,MI,Internal Medicine,08/2012,17
Allscripts,Ambulatory,MD,Obstetrics/Gynecology,11/2011,5
Allscripts,Ambulatory,ID,Gastroenterology,01/2013,7
McKesson,Ambulatory,WV,Family Practice,11/2012,2
Allscripts,Ambulatory,NC,Obstetrics/Gynecology,12/2012,1
Allscripts,Ambulatory,NC,Obstetrics/Gynecology,12/2011,8
Allscripts,Ambulatory,NJ,Orthopedic Surgery,01/2013,10
Allscripts,Ambulatory,NJ,Orthopedic Surgery,01/2012,5
GE Healthcare,Ambulatory,NH,Others,11/2012,6
GE Healthcare,Ambulatory,NH,Others,11/2011,20
Allscripts,Ambulatory,NY,General Surgery,01/2012,4
Allscripts,Ambulatory,NY,General Surgery,01/2013,13
Practice Fusion,Ambulatory,PA,Optometry,08/2011,1
Others,Ambulatory,NJ,Orthopedic Surgery,11/2011,1
Others,Ambulatory,NJ,Orthopedic Surgery,11/2012,21
eClinicalWorks LLC,Ambulatory,GA,Internal Medicine,06/2012,2
Others,Ambulatory,VA,Obstetrics/Gynecology,01/2013,10
GE Healthcare,Ambulatory,MN,General Surgery,01/2013,54
McKesson,Ambulatory,CA,Family Practice,07/2012,8
Allscripts,Ambulatory,WA,Internal Medicine,02/2012,3
Epic,Ambulatory,MN,Podiatry,11/2012,4
Others,Ambulatory,WY,Optometry,09/2011,1
Practice Fusion,Ambulatory,MO,Others,01/2013,4
Practice Fusion,Ambulatory,MO,Others,01/2012,1
eClinicalWorks LLC,Ambulatory,UT,Obstetrics/Gynecology,01/2013,2
Others,Ambulatory,WA,Gastroenterology,04/2012,2
Practice Fusion,Ambulatory,NC,Podiatry,09/2012,3
Others,Inpatient,PA,N/A,08/2012,4
GE Healthcare,Ambulatory,WI,Internal Medicine,12/2012,4
Allscripts,Ambulatory,OH,Podiatry,12/2012,2
Others,Inpatient,IL,Internal Medicine,10/2012,1
NextGen,Ambulatory,OR,Family Practice,02/2012,17
Others,Ambulatory,OK,Podiatry,07/2012,3
Others,Inpatient,PA,Others,11/2012,1
NextGen,Ambulatory,NM,Optometry,09/2012,1
NextGen,Ambulatory,CA,Others,10/2011,1
Practice Fusion,Ambulatory,OH,Others,02/2012,2
GE Healthcare,Ambulatory,PA,Podiatry,10/2011,2
Epic,Ambulatory,TX,Internal Medicine,07/2012,8
Others,Ambulatory,LA,General Surgery,10/2011,2
NextGen,Ambulatory,ID,Cardiology,12/2012,1
Cerner,Ambulatory,NM,Podiatry,09/2012,2
Cerner,Ambulatory,CT,Others,09/2012,4
Epic,Ambulatory,IL,Gastroenterology,10/2012,1
GE Healthcare,Ambulatory,LA,General Surgery,12/2011,1
GE Healthcare,Ambulatory,LA,General Surgery,12/2012,1
eClinicalWorks LLC,Ambulatory,OR,Internal Medicine,02/2012,1
Epic,Ambulatory,CA,General Surgery,02/2012,23
Allscripts,Ambulatory,ID,Others,01/2012,1
eClinicalWorks LLC,Ambulatory,HI,Internal Medicine,07/2012,4
Others,Ambulatory,ID,Optometry,05/2012,1
McKesson,Ambulatory,AZ,Internal Medicine,01/2012,3
McKesson,Ambulatory,AZ,Internal Medicine,01/2013,14
Practice Fusion,Ambulatory,MO,Optometry,12/2011,2
eClinicalWorks LLC,Ambulatory,MI,Others,05/2012,3
eClinicalWorks LLC,Ambulatory,OH,Internal Medicine,06/2012,1
Allscripts,Ambulatory,CO,Obstetrics/Gynecology,09/2012,2
Epic,Inpatient,HI,Gastroenterology,01/2012,1
eClinicalWorks LLC,Ambulatory,KY,Others,04/2012,2
Greenway Medical,Ambulatory,MN,Internal Medicine,12/2011,1
eClinicalWorks LLC,Ambulatory,OH,Cardiology,07/2012,1
Others,Ambulatory,MN,Others,05/2012,16
McKesson,Ambulatory,PA,Internal Medicine,12/2012,1
McKesson,Ambulatory,PA,Internal Medicine,12/2011,2
Allscripts,Ambulatory,CO,Podiatry,01/2013,2
Allscripts,Ambulatory,CO,Podiatry,01/2012,2
eClinicalWorks LLC,Ambulatory,GA,Family Practice,08/2011,1
eClinicalWorks LLC,Ambulatory,GA,Family Practice,08/2012,3
Others,Ambulatory,HI,Podiatry,01/2012,2
Others,Ambulatory,HI,Podiatry,01/2013,5
Cerner,Inpatient,AZ,Obstetrics/Gynecology,01/2013,12
Epic,Ambulatory,OR,Orthopedic Surgery,09/2011,4
GE Healthcare,Ambulatory,WA,Internal Medicine,10/2012,7
Practice Fusion,Ambulatory,CO,Internal Medicine,09/2012,1
GE Healthcare,Ambulatory,RI,Others,12/2012,1
McKesson,Ambulatory,CT,Internal Medicine,07/2012,2
Epic,Ambulatory,CA,Orthopedic Surgery,05/2012,2
eClinicalWorks LLC,Ambulatory,MO,Family Practice,02/2012,2
GE Healthcare,Ambulatory,OR,Family Practice,05/2011,1
Allscripts,Ambulatory,MA,Cardiology,02/2012,3
NextGen,Ambulatory,AL,Family Practice,12/2012,4
eClinicalWorks LLC,Ambulatory,NJ,Cardiology,11/2012,3
Others,Ambulatory,VA,Cardiology,08/2011,1
Others,Ambulatory,KS,Optometry,05/2011,1
Others,Ambulatory,KS,Optometry,05/2012,2
Epic,Ambulatory,WA,Obstetrics/Gynecology,08/2012,6
Others,Ambulatory,CO,Family Practice,06/2011,3
Allscripts,Ambulatory,VA,Orthopedic Surgery,09/2012,14
GE Healthcare,Ambulatory,MO,Podiatry,01/2013,1
McKesson,Ambulatory,NE,Internal Medicine,12/2011,10
NextGen,Ambulatory,PA,Others,11/2012,10
Allscripts,Ambulatory,KS,Others,09/2012,4
Others,Ambulatory,FL,Family Practice,04/2011,5
Others,Ambulatory,FL,Family Practice,04/2012,51
eClinicalWorks LLC,Ambulatory,IN,Orthopedic Surgery,02/2012,1
Others,Ambulatory,GA,Family Practice,08/2012,7
Others,Ambulatory,GA,Family Practice,08/2011,1
Cerner,Ambulatory,IL,General Surgery,01/2013,1
NextGen,Ambulatory,AZ,Obstetrics/Gynecology,06/2012,1
NextGen,Ambulatory,UT,Gastroenterology,10/2012,2
McKesson,Ambulatory,MO,Others,02/2012,1
Others,Ambulatory,TX,Cardiology,01/2012,21
Others,Ambulatory,TX,Cardiology,01/2013,64
Others,Ambulatory,DE,Podiatry,11/2012,1
Allscripts,Ambulatory,FL,Obstetrics/Gynecology,10/2012,6
Allscripts,Ambulatory,FL,Obstetrics/Gynecology,10/2011,11
Others,Ambulatory,DE,Podiatry,11/2011,4
eClinicalWorks LLC,Ambulatory,OH,Family Practice,06/2012,5
Others,Ambulatory,IA,Optometry,07/2012,1
Epic,Ambulatory,MS,Family Practice,05/2012,6
Epic,Ambulatory,NV,Cardiology,11/2012,5
Allscripts,Ambulatory,TX,Internal Medicine,07/2012,5
Epic,Ambulatory,FL,Family Practice,09/2011,1
NextGen,Ambulatory,GA,Family Practice,06/2012,9
Epic,Ambulatory,WA,Others,07/2011,6
Others,Ambulatory,FL,Podiatry,10/2011,16
Others,Ambulatory,FL,Podiatry,10/2012,13
Others,Ambulatory,SD,Others,04/2012,9
Others,Ambulatory,NE,Others,04/2012,9
Allscripts,Ambulatory,WV,Others,01/2013,15
Allscripts,Ambulatory,WV,Others,01/2012,8
Others,Ambulatory,CA,Podiatry,05/2012,5
Others,Ambulatory,KY,Podiatry,04/2012,1
Others,Ambulatory,KY,Podiatry,04/2011,2
Greenway Medical,Ambulatory,IN,Others,02/2012,2
Allscripts,Ambulatory,MD,Others,01/2012,26
Others,Ambulatory,NJ,Family Practice,08/2012,9
eClinicalWorks LLC,Ambulatory,KS,Others,08/2012,1
Allscripts,Ambulatory,GA,General Surgery,01/2013,6
Allscripts,Ambulatory,GA,General Surgery,01/2012,2
McKesson,Ambulatory,CA,Internal Medicine,05/2012,3
Epic,Ambulatory,CA,Others,10/2012,131
Epic,Ambulatory,CA,Others,10/2011,4
Cerner,Ambulatory,MI,Others,12/2011,2
McKesson,Ambulatory,MA,Internal Medicine,09/2012,1
GE Healthcare,Ambulatory,OH,Internal Medicine,05/2012,1
Epic,Ambulatory,KS,General Surgery,02/2012,1
Epic,Ambulatory,FL,Cardiology,12/2012,14
Practice Fusion,Ambulatory,PA,Others,12/2011,4
Practice Fusion,Ambulatory,PA,Others,12/2012,7
Epic,Ambulatory,FL,Cardiology,12/2011,1
Greenway Medical,Ambulatory,NJ,Others,06/2011,1
Greenway Medical,Ambulatory,NJ,Others,06/2012,2
Others,Ambulatory,NV,Family Practice,10/2012,2
Others,Ambulatory,NV,Family Practice,10/2011,2
Epic,Ambulatory,FL,General Surgery,09/2012,3
Others,Inpatient,WI,Others,08/2012,1
Epic,Ambulatory,OR,Orthopedic Surgery,06/2012,1
eClinicalWorks LLC,Ambulatory,NY,Orthopedic Surgery,12/2012,5
eClinicalWorks LLC,Ambulatory,NY,Orthopedic Surgery,12/2011,1
Others,Ambulatory,KY,General Surgery,04/2012,1
Practice Fusion,Ambulatory,NV,Gastroenterology,08/2012,1
Others,Ambulatory,WA,Internal Medicine,10/2012,7
Others,Ambulatory,WA,Internal Medicine,10/2011,4
Allscripts,Ambulatory,VA,Orthopedic Surgery,06/2012,1
Cerner,Ambulatory,WA,Internal Medicine,01/2013,2
Allscripts,Ambulatory,WY,Internal Medicine,07/2012,1
Practice Fusion,Ambulatory,TN,Family Practice,11/2012,1
Allscripts,Ambulatory,KY,Others,06/2012,1
Allscripts,Ambulatory,TX,Orthopedic Surgery,01/2013,39
Allscripts,Ambulatory,TX,Orthopedic Surgery,01/2012,20
Practice Fusion,Ambulatory,SC,Cardiology,06/2012,1
Cerner,Inpatient,TX,Cardiology,01/2013,10
Epic,Ambulatory,IA,Family Practice,01/2013,36
Others,Ambulatory,OH,Orthopedic Surgery,11/2012,9
Others,Ambulatory,OH,Orthopedic Surgery,11/2011,3
Cerner,Ambulatory,NJ,Family Practice,12/2012,3
eClinicalWorks LLC,Ambulatory,MI,Others,11/2011,2
Others,Ambulatory,PR,Internal Medicine,10/2012,2
McKesson,Ambulatory,VA,Others,01/2013,20
Practice Fusion,Ambulatory,HI,Podiatry,01/2013,1
NextGen,Ambulatory,CA,Others,09/2012,25
Allscripts,Ambulatory,HI,Others,01/2013,4
Allscripts,Ambulatory,HI,Others,01/2012,4
Cerner,Ambulatory,TX,Cardiology,07/2012,1
Practice Fusion,Ambulatory,MA,Others,02/2012,1
Allscripts,Inpatient,WI,Others,11/2012,6
Others,Ambulatory,GA,Family Practice,01/2013,31
Others,Ambulatory,LA,Optometry,12/2012,4
Others,Ambulatory,LA,Optometry,12/2011,2
Allscripts,Ambulatory,CO,Family Practice,07/2012,6
Epic,Ambulatory,PA,Orthopedic Surgery,11/2012,5
Epic,Ambulatory,PA,Orthopedic Surgery,11/2011,12
eClinicalWorks LLC,Ambulatory,AZ,Gastroenterology,04/2012,1
Others,Ambulatory,FL,Cardiology,08/2011,3
Others,Ambulatory,FL,Cardiology,08/2012,16
McKesson,Ambulatory,KY,Family Practice,05/2012,1
Others,Ambulatory,NJ,Internal Medicine,10/2012,30
Others,Ambulatory,NJ,Internal Medicine,10/2011,24
Cerner,Ambulatory,NY,Others,06/2012,2
GE Healthcare,Ambulatory,IL,General Surgery,09/2012,4
Epic,Ambulatory,NH,Others,01/2012,12
Epic,Ambulatory,NH,Others,01/2013,29
McKesson,Ambulatory,CA,Podiatry,08/2012,1
Cerner,Ambulatory,WI,Others,07/2012,138
Others,Ambulatory,CO,Optometry,02/2012,5
Practice Fusion,Ambulatory,SC,Podiatry,09/2011,1
Epic,Inpatient,WA,N/A,11/2012,5
eClinicalWorks LLC,Ambulatory,AR,Cardiology,01/2013,17
Epic,Inpatient,WA,N/A,11/2011,2
Allscripts,Ambulatory,PA,General Surgery,09/2012,3
Greenway Medical,Ambulatory,WV,Family Practice,10/2012,1
Others,Inpatient,ID,N/A,07/2012,1
Allscripts,Ambulatory,CA,Family Practice,01/2012,18
Others,Inpatient,ID,N/A,07/2011,1
Epic,Ambulatory,NJ,Family Practice,12/2011,1
Allscripts,Ambulatory,WA,Family Practice,05/2012,2
Epic,Ambulatory,MA,Podiatry,05/2011,3
Others,Ambulatory,WY,Family Practice,04/2012,1
GE Healthcare,Ambulatory,LA,Internal Medicine,11/2012,8
Epic,Inpatient,IL,Others,12/2012,1
McKesson,Ambulatory,MA,Internal Medicine,06/2012,3
Others,Ambulatory,ME,Others,04/2012,4
Cerner,Inpatient,PA,N/A,10/2012,2
Others,Ambulatory,IN,Optometry,07/2012,9
Others,Ambulatory,LA,Others,06/2012,8
GE Healthcare,Ambulatory,PA,Podiatry,08/2012,1
Allscripts,Ambulatory,LA,Others,09/2011,4
Epic,Ambulatory,IL,Obstetrics/Gynecology,10/2011,4
Epic,Ambulatory,IL,Obstetrics/Gynecology,10/2012,3
Allscripts,Ambulatory,KY,Internal Medicine,08/2011,1
Allscripts,Ambulatory,KY,Internal Medicine,08/2012,1
Others,Ambulatory,OH,Podiatry,10/2011,7
NextGen,Ambulatory,OH,Obstetrics/Gynecology,11/2012,2
McKesson,Ambulatory,NY,Podiatry,11/2011,2
Cerner,Ambulatory,MN,Obstetrics/Gynecology,08/2012,2
eClinicalWorks LLC,Ambulatory,TN,Others,08/2012,2
Allscripts,Ambulatory,MS,Gastroenterology,12/2012,3
GE Healthcare,Ambulatory,VA,Podiatry,11/2012,3
Epic,Ambulatory,HI,Cardiology,01/2013,8
Others,Ambulatory,PR,Internal Medicine,05/2012,2
Practice Fusion,Ambulatory,IL,Family Practice,06/2012,1
eClinicalWorks LLC,Ambulatory,LA,Family Practice,02/2012,1
Allscripts,Ambulatory,IA,Internal Medicine,02/2012,14
McKesson,Ambulatory,VA,Optometry,12/2011,4
McKesson,Ambulatory,CA,Cardiology,10/2012,2
Allscripts,Ambulatory,FL,Others,09/2011,2
McKesson,Inpatient,NY,N/A,11/2012,2
eClinicalWorks LLC,Ambulatory,NC,Internal Medicine,10/2012,16
Others,Ambulatory,LA,General Surgery,07/2012,1
Others,Ambulatory,IL,Podiatry,10/2012,16
Others,Ambulatory,OR,Internal Medicine,02/2012,5
Others,Ambulatory,IL,Podiatry,10/2011,9
Practice Fusion,Ambulatory,MI,Orthopedic Surgery,05/2012,2
Others,Ambulatory,OH,Others,10/2011,45
Others,Ambulatory,OH,Others,10/2012,79
Others,Ambulatory,AZ,Orthopedic Surgery,10/2011,2
Others,Ambulatory,AZ,Orthopedic Surgery,10/2012,2
Allscripts,Ambulatory,MA,Others,11/2011,2
Allscripts,Ambulatory,MA,Others,11/2012,9
GE Healthcare,Ambulatory,CA,Obstetrics/Gynecology,12/2012,1
Others,Ambulatory,NJ,Gastroenterology,11/2011,15
Others,Ambulatory,AZ,General Surgery,02/2012,1
Others,Ambulatory,MI,General Surgery,05/2012,1
Allscripts,Ambulatory,OH,Orthopedic Surgery,12/2012,1
Allscripts,Ambulatory,NY,Internal Medicine,02/2012,20
Others,Ambulatory,OK,Podiatry,11/2012,2
Others,Ambulatory,OK,Podiatry,11/2011,3
Epic,Ambulatory,IA,Podiatry,12/2012,2
Others,Ambulatory,SC,Optometry,07/2012,2
Cerner,Ambulatory,VA,Family Practice,12/2012,2
eClinicalWorks LLC,Ambulatory,HI,Family Practice,07/2012,1
Cerner,Ambulatory,WI,General Surgery,05/2011,1
eClinicalWorks LLC,Ambulatory,ID,General Surgery,11/2012,1
Greenway Medical,Ambulatory,TX,Obstetrics/Gynecology,05/2012,4
Others,Ambulatory,PA,Podiatry,07/2011,4
Others,Ambulatory,PA,Podiatry,07/2012,10
Epic,Ambulatory,LA,General Surgery,08/2012,2
Others,Ambulatory,KY,Gastroenterology,01/2013,13
Others,Ambulatory,KY,Gastroenterology,01/2012,6
GE Healthcare,Ambulatory,CA,Others,02/2012,2
McKesson,Inpatient,ID,N/A,11/2012,3
Others,Ambulatory,KS,Family Practice,01/2013,31
Allscripts,Ambulatory,CT,Internal Medicine,02/2012,47
Others,Ambulatory,NJ,Others,02/2012,69
Cerner,Ambulatory,AR,Others,01/2013,13
Others,Ambulatory,VA,Optometry,12/2011,9
Others,Ambulatory,VA,Optometry,12/2012,23
Others,Inpatient,WV,N/A,03/2012,1
NextGen,Ambulatory,NH,Others,12/2012,2
NextGen,Ambulatory,NH,Others,12/2011,1
Epic,Ambulatory,MO,Gastroenterology,09/2012,7
Epic,Ambulatory,NC,Internal Medicine,07/2012,2
Others,Ambulatory,FL,Internal Medicine,02/2012,34
Others,,NC,Gastroenterology,10/2012,1
eClinicalWorks LLC,Ambulatory,PA,General Surgery,12/2012,3
Epic,Ambulatory,MI,Family Practice,10/2012,8
Epic,Ambulatory,WI,Cardiology,04/2012,3
Others,Ambulatory,MD,Family Practice,09/2012,6
Others,Ambulatory,MD,Family Practice,09/2011,2
NextGen,Ambulatory,MD,Others,04/2011,2
Allscripts,Ambulatory,IN,Others,02/2012,4
Epic,Ambulatory,MN,Others,02/2012,82
Epic,Ambulatory,CT,Obstetrics/Gynecology,10/2012,1
Epic,Ambulatory,IA,Cardiology,01/2012,1
Epic,Ambulatory,IA,Cardiology,01/2013,6
Others,Ambulatory,NV,Podiatry,02/2012,3
Epic,Ambulatory,IL,General Surgery,02/2012,6
Allscripts,Ambulatory,OH,Obstetrics/Gynecology,11/2012,5
Greenway Medical,Ambulatory,NC,Others,07/2011,1
Greenway Medical,Ambulatory,IA,Obstetrics/Gynecology,01/2013,1
Practice Fusion,Ambulatory,TN,Internal Medicine,02/2012,1
Others,Ambulatory,AZ,Orthopedic Surgery,05/2012,1
Epic,Ambulatory,MO,General Surgery,01/2013,9
Others,Ambulatory,WV,Orthopedic Surgery,12/2012,1
eClinicalWorks LLC,Ambulatory,MN,Gastroenterology,01/2013,1
Allscripts,Ambulatory,MI,Internal Medicine,04/2012,12
Others,Ambulatory,MS,Others,08/2012,6
Others,Ambulatory,MS,Others,08/2011,1
eClinicalWorks LLC,Ambulatory,MO,Internal Medicine,10/2012,11
Others,Ambulatory,OH,Internal Medicine,05/2012,16
GE Healthcare,Ambulatory,ND,Gastroenterology,05/2012,3
Others,Ambulatory,PA,Orthopedic Surgery,10/2011,6
Others,Ambulatory,PA,Orthopedic Surgery,10/2012,36
Others,Ambulatory,SC,Family Practice,03/2012,1
Epic,Ambulatory,NV,Internal Medicine,11/2012,5
Cerner,Ambulatory,PA,Family Practice,04/2012,9
McKesson,Inpatient,CA,Internal Medicine,11/2012,1
Others,Ambulatory,NY,Family Practice,09/2012,25
Greenway Medical,Ambulatory,UT,Family Practice,09/2011,5
Epic,Ambulatory,MO,Others,12/2011,83
Epic,Ambulatory,MO,Others,12/2012,22
Allscripts,Ambulatory,WA,Others,10/2012,12
GE Healthcare,Ambulatory,NJ,Family Practice,11/2012,1
Practice Fusion,Ambulatory,NY,Optometry,11/2012,2
Practice Fusion,Ambulatory,VI,Others,01/2012,1
Practice Fusion,Ambulatory,VI,Others,01/2013,1
Practice Fusion,Ambulatory,OK,General Surgery,01/2012,1
Practice Fusion,Ambulatory,OK,General Surgery,01/2013,2
Greenway Medical,Ambulatory,MI,Others,11/2012,3
Others,Ambulatory,TN,Optometry,07/2012,2
McKesson,Ambulatory,TN,Podiatry,01/2013,1
McKesson,Ambulatory,TN,Podiatry,01/2012,1
GE Healthcare,Ambulatory,MA,Internal Medicine,07/2012,1
Epic,Inpatient,CT,N/A,09/2012,1
Allscripts,Ambulatory,UT,Orthopedic Surgery,12/2012,2
Allscripts,Ambulatory,UT,Orthopedic Surgery,12/2011,1
Allscripts,Ambulatory,TX,General Surgery,04/2012,1
Practice Fusion,Ambulatory,CA,Obstetrics/Gynecology,11/2012,1
Others,Ambulatory,NJ,Optometry,08/2011,1
Others,Ambulatory,NJ,Optometry,08/2012,2
McKesson,Ambulatory,KY,Podiatry,11/2011,1
Allscripts,Ambulatory,NE,Others,02/2012,1
Epic,Ambulatory,IN,General Surgery,10/2012,1
GE Healthcare,Ambulatory,IL,Orthopedic Surgery,07/2012,1
Practice Fusion,Ambulatory,CA,Internal Medicine,09/2012,9
Others,Ambulatory,NY,Internal Medicine,10/2011,43
Others,Ambulatory,NY,Internal Medicine,10/2012,25
Epic,Ambulatory,KY,Obstetrics/Gynecology,12/2011,2
Epic,Ambulatory,KY,Obstetrics/Gynecology,12/2012,1
McKesson,Ambulatory,NY,General Surgery,01/2012,2
McKesson,Ambulatory,NY,General Surgery,01/2013,2
NextGen,Ambulatory,MD,Gastroenterology,12/2012,2
Others,Ambulatory,FL,Family Practice,08/2011,8
Others,Ambulatory,FL,Family Practice,08/2012,20
